Reference,Number of ships involved,Ships involved,SOLAS status,Flag Administrations,Ship types,Occurrence date and time,Casualty event,Casualty severity,Coordinates,Place,Location,Number of investigation reports,Administrations submitting investigation reports
"C0000731","1","SAN GEORGE","SAN GEORGE: ","Cyprus","General Cargo","1991-12-31 00:00","","Marine incident","","","","0",""
"C0000752","1","ALINA P.","ALINA P.: ","Cyprus","Oil Tanker","1991-12-30 00:00","","Marine incident","","","","0",""
"C0000753","1","KARTLI","KARTLI: ","Trust Territory of the Pacific Islands [historical]","Other Fishing","1991-12-18 00:00","","Marine incident","","","","0",""
"C0000751","1","SALEM EXPRESS","SALEM EXPRESS: ","Egypt","Passenger/Ro-Ro Cargo","1991-12-14 00:00","","Marine incident","","","","0",""
"C0000749","1","REGGIO","REGGIO: ","Italy","Passenger/Ro-Ro Cargo","1991-12-12 00:00","","Marine incident","","","","0",""
"C0000750","1","TANDAG","TANDAG: ","Philippines","Passenger/Ro-Ro Cargo","1991-12-12 00:00","","Marine incident","","","","0",""
"C0000748","1","VIRGINIA","VIRGINIA: ","Malta","General Cargo","1991-12-11 00:00","","Marine incident","","","","0",""
"C0000747","1","DANAE","DANAE: ","Liberia","Passenger","1991-12-10 00:00","","Marine incident","","","","0",""
"C0007419","1","HOWE SOUND QUEEN (IMO 6418546)","HOWE SOUND QUEEN (IMO 6418546): ","Canada","","1991-12-08 12:19","","Marine casualty","","Horseshoe Bay Ferry Terminal, West Vancouver, British Columbia","","1","Canada"
"C0000745","1","INDEPENDENCIA","INDEPENDENCIA: ","Saint Vincent and the Grenadines","General Cargo","1991-12-08 00:00","","Marine incident","","","","0",""
"C0000746","1","SCAIENI","SCAIENI: ","Romania","General Cargo","1991-12-08 00:00","","Marine incident","","","","0",""
"C0000744","1","CHUN KYUNG","CHUN KYUNG: ","Republic of Korea","General Cargo","1991-12-07 00:00","","Marine incident","","","","0",""
"C0000742","1","SOL PHRYNE","SOL PHRYNE: ","Honduras","Passenger/Ro-Ro Cargo","1991-12-06 00:00","","Marine incident","","","","0",""
"C0000743","1","MARMARA S","MARMARA S: ","Türkiye","Bulk Dry","1991-12-06 00:00","","Marine incident","","","","0",""
"C0000741","1","LINA","LINA: ","Malta","General Cargo","1991-12-03 00:00","","Marine incident","","","","0",""
"C0000740","1","BAKLAN","BAKLAN: ","Bulgaria","Other Fishing","1991-12-01 00:00","","Marine incident","","","","0",""
"C0007237","1","NORTHERN L","NORTHERN L: ","Australia","Fish Catching","1991-11-30 02:30","","Very serious marine casualty","8° 03.00' N 118° 34.00' E","In the Sulu Sea","","1","Unknown"
"C0000739","1","MANOKWARI","MANOKWARI: ","Indonesia","General Cargo","1991-11-30 00:00","","Marine incident","","","","0",""
"C0000738","1","ENTRUST FAITH","ENTRUST FAITH: ","Greece","Bulk Dry","1991-11-27 00:00","","Marine incident","","","","0",""
"C0000736","1","MINERVA","MINERVA: ","Panama","General Cargo","1991-11-25 00:00","","Marine incident","","","","0",""
"C0000737","1","PACIFIC S","PACIFIC S: ","Türkiye","Bulk Dry / Oil","1991-11-25 00:00","","Marine incident","","","","0",""
"C0000734","1","NEW ROSE","NEW ROSE: ","Egypt","General Cargo","1991-11-24 00:00","","Marine incident","","","","0",""
"C0000735","1","IRINI","IRINI: ","Malta","General Cargo","1991-11-24 00:00","","Marine incident","","","","0",""
"C0000729","1","CAPTAIN AKIS","CAPTAIN AKIS: ","Panama","General Cargo","1991-11-22 00:00","","Marine incident","","","","0",""
"C0000732","1","HANJIN KARACHI","HANJIN KARACHI: ","Republic of Korea","Bulk Dry","1991-11-22 00:00","","Marine incident","","","","0",""
"C0000733","1","AL-ISHRAT","AL-ISHRAT: ","Bangladesh","General Cargo","1991-11-22 00:00","","Marine incident","","","","0",""
"C0000728","1","KILKENNY","KILKENNY: ","Ireland","Container","1991-11-21 00:00","","Marine incident","","","","0",""
"C0000727","1","COSMOS NO. 2","COSMOS NO. 2: ","Panama","General Cargo","1991-11-16 00:00","","Marine incident","","","","0",""
"C0000725","1","RABUNION XVIII","RABUNION XVIII: ","Lebanon","Passenger/Ro-Ro Cargo","1991-11-14 00:00","","Marine incident","","","","0",""
"C0000726","1","ZAKIR HUSSAIN","ZAKIR HUSSAIN: ","India","Oil Tanker","1991-11-14 00:00","","Marine incident","","","","0",""
"C0000724","1","SONATA","SONATA: ","Panama","Bulk Dry","1991-11-13 00:00","","Marine incident","","","","0",""
"C0000723","1","SVANGEN","SVANGEN: ","Panama","Oil Tanker","1991-11-10 00:00","","Marine incident","","","","0",""
"C0000722","1","APOLLONIA FAITH","APOLLONIA FAITH: ","Cyprus","General Cargo","1991-11-07 00:00","","Marine incident","","","","0",""
"C0000721","1","STORA KORSNAS LINK  I","STORA KORSNAS LINK  I: ","Sweden","Passenger/Ro-Ro Cargo","1991-11-05 00:00","","Very serious marine casualty","54° 37.50' N 0° 53.35' W","","","1","Sweden"
"C0000720","1","MARITIME HIBISCUS","MARITIME HIBISCUS: ","Liberia","General Cargo","1991-11-03 00:00","","Marine incident","","","","0",""
"C0000719","1","CANDRA KIRANA","CANDRA KIRANA: ","Indonesia","General Cargo","1991-10-30 00:00","","Marine incident","","","","0",""
"C0000718","1","AQUARIUS BRIGHT","AQUARIUS BRIGHT: ","Panama","General Cargo","1991-10-28 00:00","","Marine incident","","","","0",""
"C0000717","1","TUNG LONG","TUNG LONG: ","Panama","General Cargo","1991-10-26 00:00","","Marine incident","","","","0",""
"C0000716","1","ERATO","ERATO: ","Malta","Bulk Dry","1991-10-21 00:00","","Marine incident","","","","0",""
"C0000715","1","THE FIESTA","THE FIESTA: ","Panama","Passenger","1991-10-14 00:00","","Marine incident","","","","0",""
"C0000714","1","POLYNESIAN LINK","POLYNESIAN LINK: ","Unknown","General Cargo","1991-10-12 00:00","","Marine incident","","","","0",""
"C0000713","1","FIRST GLORY","FIRST GLORY: ","Panama","General Cargo","1991-10-10 00:00","","Marine incident","","","","0",""
"C0000710","1","YINKA FOLAWIYO","YINKA FOLAWIYO: ","Bahamas","General Cargo","1991-10-08 00:00","","Marine incident","","","","0",""
"C0007322","1","TNT CARPENTARIA (IMO 8019007)","TNT CARPENTARIA (IMO 8019007): ","Australia","","1991-10-04 17:54","","Marine casualty","","Torres Strait","","1","Unknown"
"C0000708","1","NIPPO MARU","NIPPO MARU: ","Japan","General Cargo","1991-09-27 18:55","","Very serious marine casualty","","","","1","Japan"
"C0000709","1","OSHIMA MARU","OSHIMA MARU: ","Japan","Bulk Dry","1991-09-27 00:00","","Marine incident","","","","0",""
"C0000707","1","DARSHAN","DARSHAN: ","Panama","General Cargo","1991-09-27 00:00","","Marine incident","","","","0",""
"C0000711","1","MANGO QUEEN","MANGO QUEEN: ","Liberia","Bulk Dry","1991-09-27 00:00","","Marine incident","","","","0",""
"C0000712","1","THANH TO","THANH TO: ","Viet Nam","Other Fishing","1991-09-27 00:00","","Marine incident","","","","0",""
"C0000706","1","DIAMOND","DIAMOND: ","Norway","Bulk Dry","1991-09-26 00:00","","Marine incident","","","","0",""
"C0000705","1","MARINE FUTURE","MARINE FUTURE: ","Panama","General Cargo","1991-09-21 00:00","","Marine incident","","","","0",""
"C0000704","1","AMRA I","AMRA I: ","Saint Vincent and the Grenadines","General Cargo","1991-09-20 00:00","","Marine incident","","","","0",""
"C0000703","1","OMNISEA","OMNISEA: ","United States","Other Fishing","1991-09-16 00:00","","Marine incident","","","","0",""
"C0000702","1","JONGKONG","JONGKONG: ","Liberia","General Cargo","1991-09-14 00:00","","Marine incident","","","","0",""
"C0000701","1","AGATHIS","AGATHIS: ","Panama","General Cargo","1991-09-13 00:00","","Marine incident","","","","0",""
"C0007407","1","JOVIAN LOOP","JOVIAN LOOP: ","Panama","","1991-09-09 00:00","","Marine incident","","On Unison Reef, Great Barrier Reef","","1","Unknown"
"C0000700","1","ESSO MERSEY","ESSO MERSEY: ","United Kingdom","Oil Tanker","1991-09-04 05:05","","Very serious marine casualty","","","","1","United Kingdom"
"C0000699","1","THEOMANA","THEOMANA: ","Malta","Oil Tanker","1991-09-03 00:00","","Marine incident","","","","0",""
"C0000698","1","ROSTOK","ROSTOK: ","Trust Territory of the Pacific Islands [historical]","General Cargo","1991-09-02 00:00","","Marine incident","","","","0",""
"C0000695","1","DENIZATI","DENIZATI: ","Türkiye","General Cargo","1991-08-24 00:00","","Marine incident","","","","0",""
"C0000696","1","MELETE","MELETE: ","Greece","Bulk Dry","1991-08-24 00:00","","Marine incident","","","","1","Unknown"
"C0000697","1","SEA ARCHITECT","SEA ARCHITECT: ","Panama","General Cargo","1991-08-24 00:00","","Marine incident","","","","0",""
"C0000694","1","JAY BOLA","JAY BOLA: ","Bahamas","Bulk Dry","1991-08-23 00:00","","Marine incident","","","","0",""
"C0000693","1","SHUNYO MARU","SHUNYO MARU: ","Japan","Oil Tanker","1991-08-22 00:00","","Marine incident","","","","0",""
"C0000692","1","ANESTO D","ANESTO D: ","Cyprus","General Cargo","1991-08-19 00:00","","Marine incident","","","","0",""
"C0000690","1","PETCHOMPHOO","PETCHOMPHOO: ","Thailand","Bulk Dry","1991-08-18 00:00","","Marine incident","","","","0",""
"C0000691","1","THITA MINERVA","THITA MINERVA: ","Panama","Oil Tanker","1991-08-18 00:00","","Marine incident","","","","0",""
"C0000689","1","BIYAYANG GINTO","BIYAYANG GINTO: ","Philippines","General Cargo","1991-08-16 00:00","","Marine incident","","","","0",""
"C0000688","1","MCDERMOTT DERRICK BARGE NO. 29","MCDERMOTT DERRICK BARGE NO. 29: ","Panama","Offshore Supply","1991-08-15 00:00","","Very serious marine casualty","","","","0",""
"C0000687","1","FINNPOLARIS","FINNPOLARIS: ","Bahamas","General Cargo","1991-08-11 00:00","","Marine incident","","","","0",""
"C0000686","1","MAR CORAL","MAR CORAL: ","Venezuela (Bolivarian Republic of)","General Cargo","1991-08-07 00:00","","Marine incident","","","","0",""
"C0000671","1","MANILA TRANSPORTER","MANILA TRANSPORTER: ","Philippines","Bulk Dry","1991-08-07 00:00","","Marine casualty","","","","1","Unknown"
"C0000685","1","CRYSTAL DAHLIA","CRYSTAL DAHLIA: ","Republic of Korea","Fish Catching","1991-08-05 00:00","","Marine incident","","","","0",""
"C0000683","1","LANE","LANE: ","Norway","Other Bulk Dry","1991-08-04 00:00","","Marine incident","","","","1","Liberia"
"C0000684","1","OCEANOS","OCEANOS: ","Greece","Passenger","1991-08-04 00:00","","Marine incident","","","","0",""
"C0000681","1","MAKARIS","MAKARIS: ","Malta","General Cargo","1991-08-01 00:00","","Marine incident","","","","0",""
"C0000682","1","SUNSET","SUNSET: ","Cyprus","Bulk Dry","1991-08-01 00:00","","Marine incident","","","","0",""
"C0000680","1","TAE BAEK NO. 29","TAE BAEK NO. 29: ","Republic of Korea","Other Fishing","1991-07-23 00:00","","Marine incident","","","","0",""
"C0000679","1","TENYO MARU","TENYO MARU: ","Japan","Other Fishing","1991-07-22 00:00","","Marine incident","","","","0",""
"C0007313","1","ZEBU   EXPRESS","ZEBU   EXPRESS: ","Netherlands (Kingdom of)","","1991-07-22 00:00","","Very serious marine casualty","","Darwin","","1","Unknown"
"C0000677","1","SHIRAKABA MARU","SHIRAKABA MARU: ","Japan","General Cargo","1991-07-21 00:00","","Marine incident","","","","0",""
"C0000678","1","SWAN POINT","SWAN POINT: ","Norway","Bulk Dry","1991-07-21 00:00","","Marine incident","","","","0",""
"C0000673","2","AIKO MARU, Yoshu Maru No. 17","AIKO MARU: , Yoshu Maru No. 17: ","Japan, Unknown","General Cargo, ","1991-07-20 00:42","","Very serious marine casualty","","","","1","Japan"
"C0000674","1","KIRKI","KIRKI: ","Greece","Oil Tanker","1991-07-20 00:00","","Marine incident","","","","0",""
"C0000675","1","VICTORIA","VICTORIA: ","United Arab Emirates","General Cargo","1991-07-20 00:00","","Marine incident","","","","0",""
"C0000676","1","BLUE RIVER","BLUE RIVER: ","Cyprus","Oil Tanker","1991-07-20 00:00","","Marine incident","","","","0",""
"C0000672","1","HAI AU 2","HAI AU 2: ","Viet Nam","General Cargo","1991-07-13 00:00","","Marine incident","","","","0",""
"C0000670","1","CHOBA","CHOBA: ","Malta","General Cargo","1991-07-07 00:00","","Marine incident","","","","0",""
"C0007418","1","HALIFAX (IMO 5120075)","HALIFAX (IMO 5120075): ","Canada","","1991-07-01 00:25","","Marine casualty","","St Lawrence River Grondines, Quebec","","0",""
"C0000668","1","LACHS","LACHS: ","Germany","Oil Tanker","1991-06-30 00:00","","Marine incident","","","","0",""
"C0000666","1","CHIA WEI","CHIA WEI: ","Panama","General Cargo","1991-06-28 00:00","","Marine incident","","","","0",""
"C0000667","1","JESKY ACE","JESKY ACE: ","Panama","General Cargo","1991-06-28 00:00","","Marine incident","","","","0",""
"C0007298","1","SEASPAN RUSTLER","SEASPAN RUSTLER: ","Canada","","1991-06-20 03:20","","Marine casualty","","Fleuve Fraser, Pont de la rue Oak, Vancouver (Colombie-Britannique) ","","1","Canada"
"C0000669","1","JADRAN FRIGO","JADRAN FRIGO: ","Yugoslavia [historical]","General Cargo","1991-06-20 00:00","","Marine incident","","","","0",""
"C0000665","1","GROZNY","GROZNY: ","Saint Vincent and the Grenadines","Oil Tanker","1991-06-20 00:00","","Marine incident","","","","0",""
"C0000663","1","FAIRSTAR","FAIRSTAR: ","Liberia","Passenger","1991-06-19 00:00","","Marine incident","","","","0",""
"C0000664","1","POMAIRE","POMAIRE: ","Chile","General Cargo","1991-06-19 00:00","","Marine incident","","","","0",""
"C0000662","1","AKTI","AKTI: ","Cyprus","Bulk Dry","1991-06-18 00:00","","Marine incident","","","","0",""
"C0007405","1","JIN SHAN HAI (IMO 8025549)","JIN SHAN HAI (IMO 8025549): ","China","","1991-06-17 00:35","","Very serious marine casualty","16° 30.00' S 145° 40.20' E","North-north-west of Cairns, Australia","","1","Unknown"
"C0000659","1","BRAUT TEAM","BRAUT TEAM: ","Norway","General Cargo","1991-06-06 00:00","","Marine incident","","","","0",""
"C0000660","1","FREE POWER","FREE POWER: ","Malta","Bulk Dry","1991-06-06 00:00","","Marine incident","","","","0",""
"C0000661","1","PAN LONG","PAN LONG: ","China","General Cargo","1991-06-06 00:00","","Marine incident","","","","0",""
"C0000658","1","PEGASUS","PEGASUS: ","Greece","Passenger","1991-06-02 00:00","","Marine incident","","","","0",""
"C0000657","1","ALBORZ","ALBORZ: ","Iran (Islamic Republic of)","Oil Tanker","1991-05-29 00:00","","Marine incident","","","","0",""
"C0000656","1","ABT SUMMER","ABT SUMMER: ","Liberia","Oil Tanker","1991-05-28 00:00","","Marine incident","","","","0",""
"C0007240","1","MALINSKA","MALINSKA: ","Unknown","","1991-05-13 00:33","","Marine casualty","43° 54.70' N 76° 35.90' W","South-East of Main Duck Island Light, Lake Ontario","","0",""
"C0007471","1","EASTERN SHELL","EASTERN SHELL: ","Canada","","1991-05-10 07:20","","Marine casualty","","knight Shoal, Georgian Bay, Ontario","","1","Canada"
"C0000653","1","LANGENUEN","LANGENUEN: ","Norway","General Cargo","1991-04-30 00:00","","Marine incident","","","","0",""
"C0000654","1","AL AMANAT","AL AMANAT: ","Bangladesh","Dredging","1991-04-30 00:00","","Marine incident","","","","0",""
"C0000655","1","PENTAS FORTUNE","PENTAS FORTUNE: ","Panama","General Cargo","1991-04-30 00:00","","Marine incident","","","","0",""
"C0007281","1","PATRICIA B. MCALLISTER","PATRICIA B. MCALLISTER: ","Unknown","","1991-04-22 05:30","","Very serious marine casualty","","Gulf of St. Lawrence","","1","Unknown"
"C0000651","1","JURONG","JURONG: ","Singapore","Oil Tanker","1991-04-18 00:05","","Very serious marine casualty","","","","1","Singapore"
"C0000652","1","KAENARY","KAENARY: ","Republic of Korea","General Cargo","1991-04-18 00:00","","Marine incident","","","","0",""
"C0000650","1","ARGO CARRIER","ARGO CARRIER: ","Malta","General Cargo","1991-04-18 00:00","","Marine incident","","","","0",""
"C0000649","1","MINERAL DIAMOND","MINERAL DIAMOND: ","Hong Kong, China","Bulk Dry","1991-04-17 00:00","","Marine incident","","","","0",""
"C0000648","1","HAVEN","HAVEN: ","Cyprus","Oil Tanker","1991-04-11 12:45","","Very serious marine casualty","","","","0",""
"C0007318","1","WILHELMINA","WILHELMINA: ","United Kingdom","","1991-04-10 02:00","","Very serious marine casualty","","SouthWest bound lane of the Dover Strait Traffic Separation Scheme","","1","United Kingdom"
"C0000646","1","AGIP ABRUZZO","AGIP ABRUZZO: ","Italy","Oil Tanker","1991-04-10 00:00","","Marine incident","","","","0",""
"C0000647","1","MOBY PRINCE","MOBY PRINCE: ","Italy","Passenger/Ro-Ro Cargo","1991-04-10 00:00","","Marine incident","","","","0",""
"C0000645","1","STARFISH","STARFISH: ","Panama","Bulk Dry","1991-04-08 00:00","","Marine incident","","","","0",""
"C0000644","1","ROSEEVERETT","ROSEEVERETT: ","Liberia","General Cargo","1991-04-07 00:00","","Marine incident","","","","0",""
"C0000643","1","CRYSTAL STAR","CRYSTAL STAR: ","Bahamas","General Cargo","1991-04-06 00:00","","Marine incident","","","","0",""
"C0000642","1","CAPITAINE PLEVEN II","CAPITAINE PLEVEN II: ","France","Other Fishing","1991-04-05 00:00","","Marine incident","","","","0",""
"C0000641","1","VASSO","VASSO: ","Bahamas","Bulk Dry","1991-04-04 00:00","","Marine incident","","","","0",""
"C0000640","1","BIPASHA","BIPASHA: ","Malta","General Cargo","1991-04-02 00:00","","Marine incident","","","","0",""
"C0000639","1","KOS ISLAND","KOS ISLAND: ","Cyprus","General Cargo","1991-03-30 00:00","","Marine incident","","","","0",""
"C0000638","1","MERES HORANA","MERES HORANA: ","Sri Lanka","General Cargo","1991-03-29 00:00","","Marine incident","","","","0",""
"C0000637","1","SCAN ALLIANCE","SCAN ALLIANCE: ","Panama","General Cargo","1991-03-28 00:00","","Marine incident","","","","0",""
"C0000636","1","YUNG SHIN","YUNG SHIN: ","Republic of Korea","General Cargo","1991-03-27 00:00","","Marine incident","","","","0",""
"C0000635","1","EUROS","EUROS: ","Cyprus","General Cargo","1991-03-24 00:00","","Marine incident","","","","0",""
"C0007436","1","GRIFFON (IMO 7022887)","GRIFFON (IMO 7022887): ","Canada","","1991-03-18 13:20","","Very serious marine casualty","42° 36.00' N 80° 02.70' W","Bay of Long Point, Lake Eerie","","1","Unknown"
"C0000634","1","PANORMOS SEAMAN","PANORMOS SEAMAN: ","Cyprus","General Cargo","1991-03-18 00:00","","Marine incident","","","","0",""
"C0000633","1","SEAFROST","SEAFROST: ","Panama","General Cargo","1991-03-16 00:00","","Marine incident","","","","0",""
"C0000632","1","HEIDBERG","HEIDBERG: ","Germany","General Cargo","1991-03-09 00:00","","Marine incident","","","","0",""
"C0000631","1","PNOC TABANGAO","PNOC TABANGAO: ","Philippines","Oil Tanker","1991-03-07 00:00","","Marine incident","","","","0",""
